Designator,Footprint,Quantity,Value,LCSC Part #
J1,PinHeader_1x09_P2.54mm_Vertical,1,Left,
J2,PinHeader_1x06_P2.54mm_Vertical,1,Right,
U2,XBEE-20_THT,1,XBEE-socket,
